"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Afternoon workout 💪","18 Oct 2025, 15:09","18 Oct 2025, 16:27","","Incline Bench Press (Barbell)",,"",0,"normal",42.5,5,,,
"Afternoon workout 💪","18 Oct 2025, 15:09","18 Oct 2025, 16:27","","Incline Bench Press (Barbell)",,"",1,"normal",42.5,5,,,
"Afternoon workout 💪","18 Oct 2025, 15:09","18 Oct 2025, 16:27","","Incline Bench Press (Barbell)",,"",2,"normal",42.5,5,,,
"Afternoon workout 💪","18 Oct 2025, 15:09","18 Oct 2025, 16:27","","Incline Bench Press (Barbell)",,"",3,"normal",42.5,5,,,
"Afternoon workout 💪","18 Oct 2025, 15:09","18 Oct 2025, 16:27","","Squat (Barbell)",,"",0,"normal",50,5,,,
"Afternoon workout 💪","18 Oct 2025, 15:09","18 Oct 2025, 16:27","","Squat (Barbell)",,"",1,"normal",50,5,,,
"Afternoon workout 💪","18 Oct 2025, 15:09","18 Oct 2025, 16:27","","Squat (Barbell)",,"",2,"normal",52.5,5,,,
"Afternoon workout 💪","18 Oct 2025, 15:09","18 Oct 2025, 16:27","","Bent Over Row (Barbell)",,"",0,"normal",47.5,5,,,
"Afternoon workout 💪","18 Oct 2025, 15:09","18 Oct 2025, 16:27","","Bent Over Row (Barbell)",,"",1,"normal",47.5,5,,,
"Afternoon workout 💪","18 Oct 2025, 15:09","18 Oct 2025, 16:27","","Bent Over Row (Barbell)",,"",2,"normal",47.5,5,,,
"Afternoon workout 💪","18 Oct 2025, 15:09","18 Oct 2025, 16:27","","Bent Over Row (Barbell)",,"",3,"normal",47.5,5,,,
"Afternoon workout 💪","18 Oct 2025, 15:09","18 Oct 2025, 16:27","","Lateral Raise (Dumbbell)",,"",0,"normal",22.5,6,,,
"Afternoon workout 💪","18 Oct 2025, 15:09","18 Oct 2025, 16:27","","Lateral Raise (Dumbbell)",,"",1,"normal",22.5,8,,,
"Afternoon workout 💪","18 Oct 2025, 15:09","18 Oct 2025, 16:27","","Lateral Raise (Dumbbell)",,"",2,"normal",22.5,8,,,
"Evening workout 🏋️","15 Oct 2025, 17:59","15 Oct 2025, 19:30","","Neutral Grip Pull Up",,"",0,"normal",,3,,,
"Evening workout 🏋️","15 Oct 2025, 17:59","15 Oct 2025, 19:30","","Neutral Grip Pull Up (Assisted)",,"",0,"normal",10,5,,,
"Evening workout 🏋️","15 Oct 2025, 17:59","15 Oct 2025, 19:30","","Neutral Grip Pull Up (Assisted)",,"",1,"normal",10,5,,,
"Evening workout 🏋️","15 Oct 2025, 17:59","15 Oct 2025, 19:30","","Neutral Grip Pull Up (Assisted)",,"",2,"normal",10,4,,,
"Evening workout 🏋️","15 Oct 2025, 17:59","15 Oct 2025, 19:30","","Neutral Grip Pull Up (Assisted)",,"",3,"normal",15,4,,,
"Evening workout 🏋️","15 Oct 2025, 17:59","15 Oct 2025, 19:30","","Deadlift (Barbell)",,"Mixed grip for last 2 sets",0,"normal",60,5,,,
"Evening workout 🏋️","15 Oct 2025, 17:59","15 Oct 2025, 19:30","","Deadlift (Barbell)",,"Mixed grip for last 2 sets",1,"normal",60,5,,,
"Evening workout 🏋️","15 Oct 2025, 17:59","15 Oct 2025, 19:30","","Deadlift (Barbell)",,"Mixed grip for last 2 sets",2,"normal",60,5,,,
"Evening workout 🏋️","15 Oct 2025, 17:59","15 Oct 2025, 19:30","","Overhead Press (Barbell)",,"Feeling it a lot in the lower back :(",0,"normal",17.5,6,,,
"Evening workout 🏋️","15 Oct 2025, 17:59","15 Oct 2025, 19:30","","Overhead Press (Barbell)",,"Feeling it a lot in the lower back :(",1,"normal",17.5,6,,,
"Evening workout 🏋️","15 Oct 2025, 17:59","15 Oct 2025, 19:30","","Overhead Press (Barbell)",,"Feeling it a lot in the lower back :(",2,"normal",17.5,5,,,
"Evening workout 🏋️","15 Oct 2025, 17:59","15 Oct 2025, 19:30","","Overhead Press (Barbell)",,"Feeling it a lot in the lower back :(",3,"normal",17.5,4,,,
"Evening workout 🏋️","15 Oct 2025, 17:59","15 Oct 2025, 19:30","","Seated Row (Machine)",,"",0,"normal",110,9,,,
"Evening workout 🏋️","15 Oct 2025, 17:59","15 Oct 2025, 19:30","","Seated Row (Machine)",,"",1,"normal",110,9,,,
"Evening workout 🏋️","15 Oct 2025, 17:59","15 Oct 2025, 19:30","","Seated Row (Machine)",,"",2,"normal",110,9,,,
"Evening workout 🏋️","13 Oct 2025, 18:09","13 Oct 2025, 19:54","","Pull Up",,"",0,"normal",,3,,,
"Evening workout 🏋️","13 Oct 2025, 18:09","13 Oct 2025, 19:54","","Pull Up (Assisted)",,"",0,"normal",10,5,,,
"Evening workout 🏋️","13 Oct 2025, 18:09","13 Oct 2025, 19:54","","Pull Up (Assisted)",,"",1,"normal",10,5,,,
"Evening workout 🏋️","13 Oct 2025, 18:09","13 Oct 2025, 19:54","","Pull Up (Assisted)",,"",2,"normal",10,4,,,
"Evening workout 🏋️","13 Oct 2025, 18:09","13 Oct 2025, 19:54","","Pull Up (Assisted)",,"",3,"normal",15,5,,,
"Evening workout 🏋️","13 Oct 2025, 18:09","13 Oct 2025, 19:54","","Squat (Barbell)",,"",0,"normal",50,5,,,
"Evening workout 🏋️","13 Oct 2025, 18:09","13 Oct 2025, 19:54","","Squat (Barbell)",,"",1,"normal",50,6,,,
"Evening workout 🏋️","13 Oct 2025, 18:09","13 Oct 2025, 19:54","","Squat (Barbell)",,"",2,"normal",50,6,,,
"Evening workout 🏋️","13 Oct 2025, 18:09","13 Oct 2025, 19:54","","Squat (Barbell)",,"",3,"normal",50,6,,,
"Evening workout 🏋️","13 Oct 2025, 18:09","13 Oct 2025, 19:54","","Incline Bench Press (Barbell)",,"",0,"normal",42.5,5,,,
"Evening workout 🏋️","13 Oct 2025, 18:09","13 Oct 2025, 19:54","","Incline Bench Press (Barbell)",,"",1,"normal",42.5,5,,,
"Evening workout 🏋️","13 Oct 2025, 18:09","13 Oct 2025, 19:54","","Incline Bench Press (Barbell)",,"",2,"normal",42.5,5,,,
"Evening workout 🏋️","13 Oct 2025, 18:09","13 Oct 2025, 19:54","","Incline Bench Press (Barbell)",,"",3,"normal",42.5,5,,,
"Evening workout 🏋️","13 Oct 2025, 18:09","13 Oct 2025, 19:54","","Bent Over Row (Barbell)",,"Smith machine",0,"normal",45,5,,,
"Evening workout 🏋️","13 Oct 2025, 18:09","13 Oct 2025, 19:54","","Bent Over Row (Barbell)",,"Smith machine",1,"normal",45,5,,,
"Evening workout 🏋️","13 Oct 2025, 18:09","13 Oct 2025, 19:54","","Bent Over Row (Barbell)",,"Smith machine",2,"normal",45,5,,,
"Evening workout 🏋️","13 Oct 2025, 18:09","13 Oct 2025, 19:54","","Bent Over Row (Barbell)",,"Smith machine",3,"normal",45,5,,,
"Evening workout 🏋️","13 Oct 2025, 18:09","13 Oct 2025, 19:54","","Lateral Raise (Dumbbell)",,"",0,"normal",20,12,,,
"Evening workout 🏋️","13 Oct 2025, 18:09","13 Oct 2025, 19:54","","Lateral Raise (Dumbbell)",,"",1,"normal",20,12,,,
"Evening workout 🏋️","13 Oct 2025, 18:09","13 Oct 2025, 19:54","","Lateral Raise (Dumbbell)",,"",2,"normal",20,12,,,
"Evening workout 🏋️","9 Oct 2025, 17:55","9 Oct 2025, 19:32","","Pull Up (Assisted)",,"Neutral Grip",0,"normal",10,5,,,
"Evening workout 🏋️","9 Oct 2025, 17:55","9 Oct 2025, 19:32","","Pull Up (Assisted)",,"Neutral Grip",1,"normal",15,5,,,
"Evening workout 🏋️","9 Oct 2025, 17:55","9 Oct 2025, 19:32","","Pull Up (Assisted)",,"Neutral Grip",2,"normal",15,5,,,
"Evening workout 🏋️","9 Oct 2025, 17:55","9 Oct 2025, 19:32","","Pull Up (Assisted)",,"Neutral Grip",3,"normal",15,4,,,
"Evening workout 🏋️","9 Oct 2025, 17:55","9 Oct 2025, 19:32","","Deadlift (Barbell)",,"",0,"normal",55,5,,,
"Evening workout 🏋️","9 Oct 2025, 17:55","9 Oct 2025, 19:32","","Deadlift (Barbell)",,"",1,"normal",55,5,,,
"Evening workout 🏋️","9 Oct 2025, 17:55","9 Oct 2025, 19:32","","Deadlift (Barbell)",,"",2,"normal",55,5,,,
"Evening workout 🏋️","9 Oct 2025, 17:55","9 Oct 2025, 19:32","","Overhead Press (Barbell)",,"",0,"normal",17.5,6,,,
"Evening workout 🏋️","9 Oct 2025, 17:55","9 Oct 2025, 19:32","","Overhead Press (Barbell)",,"",1,"normal",17.5,6,,,
"Evening workout 🏋️","9 Oct 2025, 17:55","9 Oct 2025, 19:32","","Overhead Press (Barbell)",,"",2,"normal",17.5,5,,,
"Evening workout 🏋️","9 Oct 2025, 17:55","9 Oct 2025, 19:32","","Overhead Press (Barbell)",,"",3,"normal",17.5,5,,,
"Evening workout 🏋️","9 Oct 2025, 17:55","9 Oct 2025, 19:32","","Seated Row (Machine)",,"",0,"normal",110,9,,,
"Evening workout 🏋️","9 Oct 2025, 17:55","9 Oct 2025, 19:32","","Seated Row (Machine)",,"",1,"normal",110,9,,,
"Evening workout 🏋️","9 Oct 2025, 17:55","9 Oct 2025, 19:32","","Seated Row (Machine)",,"",2,"normal",110,8,,,
"Evening workout 🏋️","9 Oct 2025, 17:55","9 Oct 2025, 19:32","","Chest Dip (Assisted)",,"",0,"normal",20,9,,,
"Evening workout 🏋️","9 Oct 2025, 17:55","9 Oct 2025, 19:32","","Chest Dip (Assisted)",,"",1,"normal",20,8,,,
"Evening workout 🏋️","9 Oct 2025, 17:55","9 Oct 2025, 19:32","","Chest Dip (Assisted)",,"",2,"normal",20,8,,,
"Evening workout 🏋️","9 Oct 2025, 17:55","9 Oct 2025, 19:32","","Face Pull",,"",0,"normal",30,13,,,
"Evening workout 🏋️","9 Oct 2025, 17:55","9 Oct 2025, 19:32","","Face Pull",,"",1,"normal",30,13,,,
"Evening workout 🏋️","9 Oct 2025, 17:55","9 Oct 2025, 19:32","","Face Pull",,"",2,"normal",30,12,,,
"Evening workout 🏋️","6 Oct 2025, 17:30","6 Oct 2025, 19:22","","Pull Up",,"",0,"normal",,3,,,
"Evening workout 🏋️","6 Oct 2025, 17:30","6 Oct 2025, 19:22","","Pull Up (Assisted)",,"",0,"normal",12.5,5,,,
"Evening workout 🏋️","6 Oct 2025, 17:30","6 Oct 2025, 19:22","","Pull Up (Assisted)",,"",1,"normal",12.5,5,,,
"Evening workout 🏋️","6 Oct 2025, 17:30","6 Oct 2025, 19:22","","Pull Up (Assisted)",,"",2,"normal",12.5,5,,,
"Evening workout 🏋️","6 Oct 2025, 17:30","6 Oct 2025, 19:22","","Pull Up (Assisted)",,"",3,"normal",12.5,5,,,
"Evening workout 🏋️","6 Oct 2025, 17:30","6 Oct 2025, 19:22","","Incline Bench Press (Barbell)",,"",0,"normal",40,6,,,
"Evening workout 🏋️","6 Oct 2025, 17:30","6 Oct 2025, 19:22","","Incline Bench Press (Barbell)",,"",1,"normal",40,6,,,
"Evening workout 🏋️","6 Oct 2025, 17:30","6 Oct 2025, 19:22","","Incline Bench Press (Barbell)",,"",2,"normal",40,6,,,
"Evening workout 🏋️","6 Oct 2025, 17:30","6 Oct 2025, 19:22","","Incline Bench Press (Barbell)",,"",3,"normal",40,6,,,
"Evening workout 🏋️","6 Oct 2025, 17:30","6 Oct 2025, 19:22","","Lateral Raise (Dumbbell)",,"",0,"normal",20,12,,,
"Evening workout 🏋️","6 Oct 2025, 17:30","6 Oct 2025, 19:22","","Lateral Raise (Dumbbell)",,"",1,"normal",20,12,,,
"Evening workout 🏋️","6 Oct 2025, 17:30","6 Oct 2025, 19:22","","Lateral Raise (Dumbbell)",,"",2,"normal",20,12,,,
"Evening workout 🏋️","6 Oct 2025, 17:30","6 Oct 2025, 19:22","","Squat (Barbell)",,"",0,"normal",50,5,,,
"Evening workout 🏋️","6 Oct 2025, 17:30","6 Oct 2025, 19:22","","Squat (Barbell)",,"",1,"normal",50,5,,,
"Evening workout 🏋️","6 Oct 2025, 17:30","6 Oct 2025, 19:22","","Squat (Barbell)",,"",2,"normal",50,5,,,
"Evening workout 🏋️","6 Oct 2025, 17:30","6 Oct 2025, 19:22","","Squat (Barbell)",,"",3,"normal",50,5,,,
"Evening workout 🏋️","6 Oct 2025, 17:30","6 Oct 2025, 19:22","","Bent Over Row (Barbell)",,"Smith machine, slight cheat on final reps",0,"normal",45,7,,,
"Evening workout 🏋️","6 Oct 2025, 17:30","6 Oct 2025, 19:22","","Bent Over Row (Barbell)",,"Smith machine, slight cheat on final reps",1,"normal",45,7,,,
"Evening workout 🏋️","6 Oct 2025, 17:30","6 Oct 2025, 19:22","","Bent Over Row (Barbell)",,"Smith machine, slight cheat on final reps",2,"normal",45,7,,,
"Evening workout 🏋️","6 Oct 2025, 17:30","6 Oct 2025, 19:22","","Bent Over Row (Barbell)",,"Smith machine, slight cheat on final reps",3,"normal",45,6,,,
"Afternoon workout 💪","4 Oct 2025, 13:05","4 Oct 2025, 14:29","","Chin Up",,"",0,"normal",,3,,,
"Afternoon workout 💪","4 Oct 2025, 13:05","4 Oct 2025, 14:29","","Chin Up (Assisted)",,"",0,"normal",15,6,,,
"Afternoon workout 💪","4 Oct 2025, 13:05","4 Oct 2025, 14:29","","Chin Up (Assisted)",,"",1,"normal",15,7,,,
"Afternoon workout 💪","4 Oct 2025, 13:05","4 Oct 2025, 14:29","","Chin Up (Assisted)",,"",2,"normal",15,6,,,
"Afternoon workout 💪","4 Oct 2025, 13:05","4 Oct 2025, 14:29","","Squat (Barbell)",,"",0,"normal",45,5,,,
"Afternoon workout 💪","4 Oct 2025, 13:05","4 Oct 2025, 14:29","","Squat (Barbell)",,"",1,"normal",45,5,,,
"Afternoon workout 💪","4 Oct 2025, 13:05","4 Oct 2025, 14:29","","Squat (Barbell)",,"",2,"normal",45,5,,,
"Afternoon workout 💪","4 Oct 2025, 13:05","4 Oct 2025, 14:29","","Squat (Barbell)",,"",3,"normal",45,5,,,
"Afternoon workout 💪","4 Oct 2025, 13:05","4 Oct 2025, 14:29","","Lateral Raise (Dumbbell)",,"",0,"normal",20,12,,,
"Afternoon workout 💪","4 Oct 2025, 13:05","4 Oct 2025, 14:29","","Lateral Raise (Dumbbell)",,"",1,"normal",20,12,,,
"Afternoon workout 💪","4 Oct 2025, 13:05","4 Oct 2025, 14:29","","Lateral Raise (Dumbbell)",,"",2,"normal",20,12,,,
"Afternoon workout 💪","4 Oct 2025, 13:05","4 Oct 2025, 14:29","","Bent Over Row (Barbell)",,"",0,"normal",45,6,,,
"Afternoon workout 💪","4 Oct 2025, 13:05","4 Oct 2025, 14:29","","Bent Over Row (Barbell)",,"",1,"normal",45,6,,,
"Afternoon workout 💪","4 Oct 2025, 13:05","4 Oct 2025, 14:29","","Bent Over Row (Barbell)",,"",2,"normal",45,6,,,
"Afternoon workout 💪","4 Oct 2025, 13:05","4 Oct 2025, 14:29","","Bent Over Row (Barbell)",,"",3,"normal",45,6,,,
"Afternoon workout 💪","4 Oct 2025, 13:05","4 Oct 2025, 14:29","","Incline Bench Press (Barbell)",,"",0,"normal",40,6,,,
"Afternoon workout 💪","4 Oct 2025, 13:05","4 Oct 2025, 14:29","","Incline Bench Press (Barbell)",,"",1,"normal",40,6,,,
"Afternoon workout 💪","4 Oct 2025, 13:05","4 Oct 2025, 14:29","","Incline Bench Press (Barbell)",,"",2,"normal",40,5,,,
"Afternoon workout 💪","4 Oct 2025, 13:05","4 Oct 2025, 14:29","","Incline Bench Press (Barbell)",,"",3,"normal",40,5,,,
"Evening workout 🏋️","1 Oct 2025, 19:26","1 Oct 2025, 21:08","","Pull Up",,"",0,"normal",,3,,,
"Evening workout 🏋️","1 Oct 2025, 19:26","1 Oct 2025, 21:08","","Pull Up (Assisted)",,"Neutral grip",0,"normal",10,6,,,
"Evening workout 🏋️","1 Oct 2025, 19:26","1 Oct 2025, 21:08","","Pull Up (Assisted)",,"Neutral grip",1,"normal",10,5,,,
"Evening workout 🏋️","1 Oct 2025, 19:26","1 Oct 2025, 21:08","","Pull Up (Assisted)",,"Neutral grip",2,"normal",15,5,,,
"Evening workout 🏋️","1 Oct 2025, 19:26","1 Oct 2025, 21:08","","Deadlift (Barbell)",,"",0,"normal",50,5,,,
"Evening workout 🏋️","1 Oct 2025, 19:26","1 Oct 2025, 21:08","","Deadlift (Barbell)",,"",1,"normal",50,5,,,
"Evening workout 🏋️","1 Oct 2025, 19:26","1 Oct 2025, 21:08","","Deadlift (Barbell)",,"",2,"normal",50,5,,,
"Evening workout 🏋️","1 Oct 2025, 19:26","1 Oct 2025, 21:08","","Overhead Press (Barbell)",,"",0,"normal",17.5,6,,,
"Evening workout 🏋️","1 Oct 2025, 19:26","1 Oct 2025, 21:08","","Overhead Press (Barbell)",,"",1,"normal",17.5,5,,,
"Evening workout 🏋️","1 Oct 2025, 19:26","1 Oct 2025, 21:08","","Overhead Press (Barbell)",,"",2,"normal",17.5,5,,,
"Evening workout 🏋️","1 Oct 2025, 19:26","1 Oct 2025, 21:08","","Overhead Press (Barbell)",,"",3,"normal",17.5,5,,,
"Evening workout 🏋️","1 Oct 2025, 19:26","1 Oct 2025, 21:08","","Seated Row (Machine)",,"",0,"normal",110,8,,,
"Evening workout 🏋️","1 Oct 2025, 19:26","1 Oct 2025, 21:08","","Seated Row (Machine)",,"",1,"normal",110,8,,,
"Evening workout 🏋️","1 Oct 2025, 19:26","1 Oct 2025, 21:08","","Seated Row (Machine)",,"",2,"normal",110,8,,,
"Evening workout 🏋️","1 Oct 2025, 19:26","1 Oct 2025, 21:08","","Chest Dip (Assisted)",,"",0,"normal",20,8,,,
"Evening workout 🏋️","1 Oct 2025, 19:26","1 Oct 2025, 21:08","","Chest Dip (Assisted)",,"",1,"normal",20,8,,,
"Evening workout 🏋️","1 Oct 2025, 19:26","1 Oct 2025, 21:08","","Chest Dip (Assisted)",,"",2,"normal",20,8,,,
"Evening workout 🏋️","1 Oct 2025, 19:26","1 Oct 2025, 21:08","","Face Pull",,"",0,"normal",30,12,,,
"Evening workout 🏋️","1 Oct 2025, 19:26","1 Oct 2025, 21:08","","Face Pull",,"",1,"normal",30,12,,,
"Evening workout 🏋️","1 Oct 2025, 19:26","1 Oct 2025, 21:08","","Face Pull",,"",2,"normal",30,12,,,
"Evening workout 🏋️","29 Sep 2025, 18:10","29 Sep 2025, 19:53","","Pull Up",,"",0,"normal",,3,,,
"Evening workout 🏋️","29 Sep 2025, 18:10","29 Sep 2025, 19:53","","Pull Up",,"",1,"normal",,2,,,
"Evening workout 🏋️","29 Sep 2025, 18:10","29 Sep 2025, 19:53","","Pull Up (Assisted)",,"",0,"normal",15,6,,,
"Evening workout 🏋️","29 Sep 2025, 18:10","29 Sep 2025, 19:53","","Pull Up (Assisted)",,"",1,"normal",15,6,,,
"Evening workout 🏋️","29 Sep 2025, 18:10","29 Sep 2025, 19:53","","Pull Up (Assisted)",,"",2,"normal",15,5,,,
"Evening workout 🏋️","29 Sep 2025, 18:10","29 Sep 2025, 19:53","","Squat (Barbell)",,"",0,"normal",45,5,,,
"Evening workout 🏋️","29 Sep 2025, 18:10","29 Sep 2025, 19:53","","Squat (Barbell)",,"",1,"normal",45,5,,,
"Evening workout 🏋️","29 Sep 2025, 18:10","29 Sep 2025, 19:53","","Squat (Barbell)",,"",2,"normal",45,5,,,
"Evening workout 🏋️","29 Sep 2025, 18:10","29 Sep 2025, 19:53","","Squat (Barbell)",,"",3,"normal",45,5,,,
"Evening workout 🏋️","29 Sep 2025, 18:10","29 Sep 2025, 19:53","","Incline Bench Press (Barbell)",,"",0,"normal",42.5,5,,,
"Evening workout 🏋️","29 Sep 2025, 18:10","29 Sep 2025, 19:53","","Incline Bench Press (Barbell)",,"",1,"normal",40,6,,,
"Evening workout 🏋️","29 Sep 2025, 18:10","29 Sep 2025, 19:53","","Incline Bench Press (Barbell)",,"",2,"normal",40,6,,,
"Evening workout 🏋️","29 Sep 2025, 18:10","29 Sep 2025, 19:53","","Incline Bench Press (Barbell)",,"",3,"normal",40,5,,,
"Evening workout 🏋️","29 Sep 2025, 18:10","29 Sep 2025, 19:53","","Bent Over Row (Barbell)",,"Smith machine",0,"normal",45,6,,,
"Evening workout 🏋️","29 Sep 2025, 18:10","29 Sep 2025, 19:53","","Bent Over Row (Barbell)",,"Smith machine",1,"normal",45,6,,,
"Evening workout 🏋️","29 Sep 2025, 18:10","29 Sep 2025, 19:53","","Bent Over Row (Barbell)",,"Smith machine",2,"normal",45,6,,,
"Evening workout 🏋️","29 Sep 2025, 18:10","29 Sep 2025, 19:53","","Bent Over Row (Barbell)",,"Smith machine",3,"normal",45,6,,,
"Evening workout 🏋️","29 Sep 2025, 18:10","29 Sep 2025, 19:53","","Lateral Raise (Dumbbell)",,"",0,"normal",17.5,12,,,
"Evening workout 🏋️","29 Sep 2025, 18:10","29 Sep 2025, 19:53","","Lateral Raise (Dumbbell)",,"",1,"normal",17.5,12,,,
"Evening workout 🏋️","29 Sep 2025, 18:10","29 Sep 2025, 19:53","","Lateral Raise (Dumbbell)",,"",2,"normal",17.5,13,,,
"Evening workout 🏋️","29 Sep 2025, 18:10","29 Sep 2025, 19:53","","Hanging Knee Raise",,"",0,"normal",,10,,,
"Evening workout 🏋️","29 Sep 2025, 18:10","29 Sep 2025, 19:53","","Hanging Knee Raise",,"",1,"normal",,10,,,
"Evening workout 🏋️","29 Sep 2025, 18:10","29 Sep 2025, 19:53","","Hanging Knee Raise",,"",2,"normal",,10,,,
"Evening workout 🏋️","26 Sep 2025, 18:40","26 Sep 2025, 20:03","","Incline Bench Press (Barbell)",,"",0,"normal",40,5,,,
"Evening workout 🏋️","26 Sep 2025, 18:40","26 Sep 2025, 20:03","","Incline Bench Press (Barbell)",,"",1,"normal",40,5,,,
"Evening workout 🏋️","26 Sep 2025, 18:40","26 Sep 2025, 20:03","","Incline Bench Press (Barbell)",,"",2,"normal",40,5,,,
"Evening workout 🏋️","26 Sep 2025, 18:40","26 Sep 2025, 20:03","","Incline Bench Press (Barbell)",,"",3,"normal",40,5,,,
"Evening workout 🏋️","26 Sep 2025, 18:40","26 Sep 2025, 20:03","","Incline Bench Press (Barbell)",,"",4,"normal",40,5,,,
"Evening workout 🏋️","26 Sep 2025, 18:40","26 Sep 2025, 20:03","","Overhead Press (Barbell)",,"Barbell, no assistance",0,"normal",17.5,5,,,
"Evening workout 🏋️","26 Sep 2025, 18:40","26 Sep 2025, 20:03","","Overhead Press (Barbell)",,"Barbell, no assistance",1,"normal",17.5,5,,,
"Evening workout 🏋️","26 Sep 2025, 18:40","26 Sep 2025, 20:03","","Overhead Press (Barbell)",,"Barbell, no assistance",2,"normal",17.5,5,,,
"Evening workout 🏋️","26 Sep 2025, 18:40","26 Sep 2025, 20:03","","Overhead Press (Barbell)",,"Barbell, no assistance",3,"normal",17.5,5,,,
"Evening workout 🏋️","26 Sep 2025, 18:40","26 Sep 2025, 20:03","","Overhead Press (Barbell)",,"Barbell, no assistance",4,"normal",10,8,,,
"Evening workout 🏋️","26 Sep 2025, 18:40","26 Sep 2025, 20:03","","Chest Dip (Assisted)",,"",0,"normal",20,6,,,
"Evening workout 🏋️","26 Sep 2025, 18:40","26 Sep 2025, 20:03","","Chest Dip (Assisted)",,"",1,"normal",20,5,,,
"Evening workout 🏋️","26 Sep 2025, 18:40","26 Sep 2025, 20:03","","Chest Dip (Assisted)",,"",2,"normal",20,6,,,
"Evening workout 🏋️","26 Sep 2025, 18:40","26 Sep 2025, 20:03","","Chest Dip (Assisted)",,"",3,"normal",20,5,,,
"Evening workout 🏋️","26 Sep 2025, 18:40","26 Sep 2025, 20:03","","Triceps Extension (Barbell)",,"",0,"normal",35,10,,,
"Evening workout 🏋️","26 Sep 2025, 18:40","26 Sep 2025, 20:03","","Triceps Extension (Barbell)",,"",1,"normal",35,12,,,
"Evening workout 🏋️","26 Sep 2025, 18:40","26 Sep 2025, 20:03","","Triceps Extension (Barbell)",,"",2,"normal",35,12,,,
"Evening workout 🏋️","26 Sep 2025, 18:40","26 Sep 2025, 20:03","","Triceps Extension (Barbell)",,"",3,"normal",35,10,,,
"Evening workout 🏋️","26 Sep 2025, 18:40","26 Sep 2025, 20:03","","Lateral Raise (Dumbbell)",,"",0,"normal",20,10,,,
"Evening workout 🏋️","26 Sep 2025, 18:40","26 Sep 2025, 20:03","","Lateral Raise (Dumbbell)",,"",1,"normal",20,10,,,
"Evening workout 🏋️","26 Sep 2025, 18:40","26 Sep 2025, 20:03","","Lateral Raise (Dumbbell)",,"",2,"normal",20,10,,,
"Evening workout 🏋️","26 Sep 2025, 18:40","26 Sep 2025, 20:03","","Lateral Raise (Dumbbell)",,"",3,"normal",20,8,,,
"Evening workout 🏋️","25 Sep 2025, 20:07","25 Sep 2025, 21:46","","Pull Up",,"",0,"normal",,3,,,
"Evening workout 🏋️","25 Sep 2025, 20:07","25 Sep 2025, 21:46","","Pull Up",,"",1,"normal",,3,,,
"Evening workout 🏋️","25 Sep 2025, 20:07","25 Sep 2025, 21:46","","Pull Up (Assisted)",,"",0,"normal",10,5,,,
"Evening workout 🏋️","25 Sep 2025, 20:07","25 Sep 2025, 21:46","","Pull Up (Assisted)",,"",1,"normal",10,5,,,
"Evening workout 🏋️","25 Sep 2025, 20:07","25 Sep 2025, 21:46","","Pull Up (Assisted)",,"",2,"normal",10,5,,,
"Evening workout 🏋️","25 Sep 2025, 20:07","25 Sep 2025, 21:46","","Pull Up (Assisted)",,"",3,"normal",10,4,,,
"Evening workout 🏋️","25 Sep 2025, 20:07","25 Sep 2025, 21:46","","Pull Up (Assisted)",,"",4,"normal",20,6,,,
"Evening workout 🏋️","25 Sep 2025, 20:07","25 Sep 2025, 21:46","","Bent Over Row (Barbell)",,"Barbell",0,"normal",35,5,,,
"Evening workout 🏋️","25 Sep 2025, 20:07","25 Sep 2025, 21:46","","Bent Over Row (Barbell)",,"Barbell",1,"normal",35,5,,,
"Evening workout 🏋️","25 Sep 2025, 20:07","25 Sep 2025, 21:46","","Bent Over Row (Barbell)",,"Barbell",2,"normal",35,5,,,
"Evening workout 🏋️","25 Sep 2025, 20:07","25 Sep 2025, 21:46","","Bent Over Row (Barbell)",,"Barbell",3,"normal",35,5,,,
"Evening workout 🏋️","25 Sep 2025, 20:07","25 Sep 2025, 21:46","","Bent Over Row (Barbell)",,"Barbell",4,"normal",20,10,,,
"Evening workout 🏋️","25 Sep 2025, 20:07","25 Sep 2025, 21:46","","Lat Pulldown (Cable)",,"Magsafe wide grip",0,"normal",110,14,,,
"Evening workout 🏋️","25 Sep 2025, 20:07","25 Sep 2025, 21:46","","Lat Pulldown (Cable)",,"Magsafe wide grip",1,"normal",110,13,,,
"Evening workout 🏋️","25 Sep 2025, 20:07","25 Sep 2025, 21:46","","Lat Pulldown (Cable)",,"Overhead neutral grip",0,"normal",110,10,,,
"Evening workout 🏋️","25 Sep 2025, 20:07","25 Sep 2025, 21:46","","Lat Pulldown (Cable)",,"Overhead neutral grip",1,"normal",110,10,,,
"Evening workout 🏋️","25 Sep 2025, 20:07","25 Sep 2025, 21:46","","Seated Row (Machine)",,"",0,"normal",100,10,,,
"Evening workout 🏋️","25 Sep 2025, 20:07","25 Sep 2025, 21:46","","Seated Row (Machine)",,"",1,"normal",100,10,,,
"Evening workout 🏋️","25 Sep 2025, 20:07","25 Sep 2025, 21:46","","Seated Row (Machine)",,"",2,"normal",100,10,,,
"Evening workout 🏋️","25 Sep 2025, 20:07","25 Sep 2025, 21:46","","Bicep Curl (Barbell)",,"",0,"normal",55,10,,,
